Dice Held,Dice On Table,Rolls Left,Action,Action Value,Q-Value
(),"(1, 1, 2, 3, 3)",2,Action.SCORE,Category.CHANCE,0.0
(),"(2, 2, 2, 3, 4)",1,Action.SCORE,Category.THREE_OF_A_KIND,111.40370302362487
(),"(2, 2, 2, 3, 4)",1,Action.ROLL,,1.8915563816327983
(),"(2, 2, 3, 5, 6)",0,Action.SCORE,Category.TWOS,39.99999999999963
(),"(2, 2, 3, 5, 6)",0,Action.ROLL,,0.0
"(2, 3, 6)","(1, 5)",2,Action.SCORE,Category.FOUR_OF_A_KIND,0
"(2, 3, 6)","(1, 5)",2,Action.RELEASE,"(3,)",0
"(2, 3, 6)","(1, 5)",2,Action.HOLD,"(1,)",0
"(2, 3, 6)","(1, 5)",2,Action.ROLL,,0
"(2, 3, 6)","(1, 5)",2,Action.HOLD,"(2,)",78.96358146054442
"(2, 3, 6)","(1, 5)",2,Action.SCORE,Category.CHANCE,-0.7952585958256566
"(2, 3, 6)","(4, 5)",1,Action.SCORE,Category.LARGE_STRAIGHT,47.164
"(2, 3, 6)","(4, 5)",1,Action.ROLL,,1.9900000000000002
"(2, 3, 6)","(4, 5)",0,Action.SCORE,Category.ONES,0.0
"(2, 3, 6)","(4, 5)",0,Action.ROLL,,0.0
(),"(2, 2, 2, 5, 5)",0,Action.SCORE,Category.ONES,0.0
(),"(2, 2, 2, 5, 5)",0,Action.ROLL,,0.0
"(1,)","(2, 3, 6, 6)",2,Action.RELEASE,"(1,)",-23.90448124779888
"(1,)","(2, 3, 6, 6)",2,Action.ROLL,,0
"(1,)","(2, 3, 6, 6)",2,Action.SCORE,Category.THREE_OF_A_KIND,0
"(1,)","(2, 3, 6, 6)",2,Action.HOLD,"(2, 6)",0
"(1,)","(2, 3, 6, 6)",2,Action.HOLD,"(1,)",111.42105561060144
"(1,)","(2, 3, 6, 6)",2,Action.SCORE,Category.CHANCE,-0.6170839534137831
"(1, 3, 6, 6)","(2,)",2,Action.SCORE,Category.SMALL_STRAIGHT,0
"(1, 3, 6, 6)","(2,)",2,Action.HOLD,"(2,)",0
"(1, 3, 6, 6)","(2,)",2,Action.ROLL,,0
"(1, 3, 6, 6)","(2,)",2,Action.RELEASE,"(1, 3, 6)",0
"(1, 3, 6, 6)","(2,)",2,Action.HOLD,"(3, 6, 6)",123.86665984227707
"(1, 3, 6, 6)","(2,)",2,Action.HOLD,"(6,)",57.17964021163484
"(1, 3, 6, 6)","(2,)",2,Action.SCORE,Category.CHANCE,-0.04813365599498989
"(1, 3, 6, 6)","(2,)",2,Action.HOLD,"(1, 6)",4.6000000000000005
"(1, 3, 6, 6)","(2,)",2,Action.HOLD,"(3,)",3.5463591
"(1, 3, 6, 6)","(2,)",2,Action.HOLD,"(6, 6)",8.4
"(1, 6, 6)","(2, 3)",2,Action.RELEASE,"(1, 6)",0
"(1, 6, 6)","(2, 3)",2,Action.HOLD,"(3,)",0
"(1, 6, 6)","(2, 3)",2,Action.ROLL,,0
"(1, 6, 6)","(2, 3)",2,Action.SCORE,Category.THREES,3
"(1, 6, 6)","(2, 3)",2,Action.HOLD,"(6, 6)",52.13801396975893
"(1, 6, 6)","(2, 3)",2,Action.HOLD,"(6,)",37.2954075066543
"(1, 6, 6)","(2, 3)",2,Action.SCORE,Category.CHANCE,-0.2
"(1, 6, 6)","(1, 6)",1,Action.SCORE,Category.SMALL_STRAIGHT,0
"(1, 6, 6)","(1, 6)",1,Action.ROLL,,1.9503990000000002
"(1, 6, 6)","(1, 6)",1,Action.SCORE,Category.FULL_HOUSE,4.975
"(1, 6, 6)","(6, 6)",0,Action.SCORE,Category.FIVES,0.0
"(1, 6, 6)","(6, 6)",0,Action.ROLL,,0.0
(),"(1, 4, 4, 6, 6)",2,Action.HOLD,"(1, 6, 6)",0
(),"(1, 4, 4, 6, 6)",2,Action.SCORE,Category.FIVES,0
(),"(1, 4, 4, 6, 6)",2,Action.ROLL,,-98.53181179426319
(),"(1, 4, 4, 6, 6)",2,Action.SCORE,Category.CHANCE,106.55836016348405
(),"(1, 4, 4, 6, 6)",2,Action.RELEASE,,6.506625607263376
(),"(1, 1, 4, 4, 6)",0,Action.SCORE,Category.SMALL_STRAIGHT,0.0
(),"(1, 1, 4, 4, 6)",0,Action.ROLL,,0.0
(),"(1, 1, 1, 4, 6)",2,Action.SCORE,Category.THREE_OF_A_KIND,28.08006666545373
(),"(1, 1, 1, 4, 6)",2,Action.HOLD,"(1, 1, 4, 6)",0
(),"(1, 1, 1, 4, 6)",2,Action.ROLL,,-90.48003096407827
(),"(2, 3, 5, 5, 5)",1,Action.ROLL,,2.2636305999049786
(),"(2, 3, 5, 5, 5)",1,Action.SCORE,Category.SMALL_STRAIGHT,0
(),"(2, 3, 5, 5, 5)",1,Action.SCORE,Category.THREE_OF_A_KIND,175.02443754820968
(),"(2, 2, 2, 3, 5)",0,Action.SCORE,Category.LARGE_STRAIGHT,0.0
(),"(2, 2, 2, 3, 5)",0,Action.ROLL,,0.0
"(4, 5, 5)","(1, 6)",2,Action.SCORE,Category.LARGE_STRAIGHT,0
"(4, 5, 5)","(1, 6)",2,Action.HOLD,"(6,)",0
"(4, 5, 5)","(1, 6)",2,Action.ROLL,,0
"(4, 5, 5)","(1, 6)",2,Action.RELEASE,"(5,)",0
"(4, 5, 5)","(1, 6)",2,Action.HOLD,"(4,)",70.2043977343148
"(4, 5, 5)","(1, 6)",2,Action.SCORE,Category.CHANCE,2.747882922970581
"(4,)","(1, 5, 5, 6)",2,Action.HOLD,"(1, 5)",0
"(4,)","(1, 5, 5, 6)",2,Action.RELEASE,"(4,)",-58.90686525246611
"(4,)","(1, 5, 5, 6)",2,Action.ROLL,,0
"(4,)","(1, 5, 5, 6)",2,Action.SCORE,Category.FOURS,-0.8709640000000001
"(4,)","(1, 5, 5, 6)",2,Action.SCORE,Category.CHANCE,19.104304642381845
"(4,)","(1, 3, 6, 6)",1,Action.SCORE,Category.SIXES,18.320143864692
"(4,)","(1, 3, 6, 6)",1,Action.ROLL,,4.8619850599
"(4,)","(1, 2, 2, 2)",0,Action.SCORE,Category.TWOS,27.329672374573022
"(4,)","(1, 2, 2, 2)",0,Action.ROLL,,0.0
(),"(2, 2, 3, 3, 6)",2,Action.ROLL,,-97.91286798411117
(),"(2, 2, 3, 3, 6)",2,Action.HOLD,"(2, 2, 3, 6)",0
(),"(2, 2, 3, 3, 6)",2,Action.SCORE,Category.FOUR_OF_A_KIND,0
(),"(2, 2, 3, 3, 6)",2,Action.SCORE,Category.CHANCE,58.747720790466694
(),"(2, 3, 5, 5, 5)",2,Action.ROLL,,-93.94353387156917
(),"(2, 3, 5, 5, 5)",2,Action.HOLD,"(5,)",0
(),"(2, 3, 5, 5, 5)",2,Action.SCORE,Category.TWOS,-0.43548200000000004
(),"(2, 3, 5, 5, 5)",2,Action.SCORE,Category.THREE_OF_A_KIND,88.96550414337352
(),"(2, 3, 5, 5, 5)",2,Action.RELEASE,,6.649515971376726
(),"(2, 2, 5, 5, 5)",1,Action.SCORE,Category.FOUR_OF_A_KIND,0
(),"(2, 2, 5, 5, 5)",1,Action.ROLL,,1.4264715196751632
(),"(2, 2, 5, 5, 5)",1,Action.SCORE,Category.FULL_HOUSE,174.3988910827446
(),"(2, 2, 2, 3, 4)",0,Action.SCORE,Category.THREES,29.999999999587555
(),"(2, 2, 2, 3, 4)",0,Action.ROLL,,0.0
(),"(2, 4, 4, 4, 5)",1,Action.SCORE,Category.ONES,0
(),"(2, 4, 4, 4, 5)",1,Action.ROLL,,2.39691781267582
(),"(2, 4, 4, 4, 5)",1,Action.SCORE,Category.THREE_OF_A_KIND,173.80517433128358
(),"(2, 2, 2, 3, 6)",2,Action.HOLD,"(2, 6)",0
(),"(2, 2, 2, 3, 6)",2,Action.ROLL,,-90.18862326363138
(),"(2, 2, 2, 3, 6)",2,Action.SCORE,Category.LARGE_STRAIGHT,0
(),"(2, 2, 2, 3, 6)",2,Action.SCORE,Category.THREE_OF_A_KIND,43.434471606494306
(),"(2, 2, 2, 3, 6)",2,Action.RELEASE,,2.7786789586866365
(),"(2, 5, 5, 6, 6)",2,Action.HOLD,"(2, 5, 5, 6)",0
(),"(2, 5, 5, 6, 6)",2,Action.ROLL,,-97.95440191122736
(),"(2, 5, 5, 6, 6)",2,Action.SCORE,Category.FOURS,0
(),"(2, 5, 5, 6, 6)",2,Action.SCORE,Category.CHANCE,136.769081450209
"(2, 5, 5, 6, 6)",(),2,Action.SCORE,Category.THREE_OF_A_KIND,0
"(2, 5, 5, 6, 6)",(),2,Action.SCORE,Category.CHANCE,135.56994978910538
"(2, 5, 5, 6, 6)",(),2,Action.HOLD,"(2, 5, 5, 6, 6)",75.47532315400001
"(4,)","(1, 2, 3, 3)",1,Action.ROLL,,4.8816860599
"(4,)","(1, 2, 3, 3)",1,Action.SCORE,Category.SIXES,0
"(4,)","(1, 2, 3, 3)",1,Action.SCORE,Category.SMALL_STRAIGHT,28.685377497358658
"(4,)","(1, 1, 3, 4)",0,Action.SCORE,Category.FOUR_OF_A_KIND,0.0
"(4,)","(1, 1, 3, 4)",0,Action.ROLL,,0.0
(),"(4, 4, 5, 5, 6)",2,Action.SCORE,Category.FIVES,0.8938420039958674
(),"(4, 4, 5, 5, 6)",2,Action.ROLL,,-98.05465657148277
(),"(4, 4, 5, 5, 6)",2,Action.HOLD,"(5,)",0
(),"(4, 4, 5, 5, 6)",2,Action.SCORE,Category.CHANCE,131.70690639112777
(),"(4, 4, 5, 5, 6)",2,Action.RELEASE,,9.140594134307573
(),"(4, 5, 5, 5, 5)",0,Action.SCORE,Category.FOUR_OF_A_KIND,239.71860434961644
(),"(4, 5, 5, 5, 5)",0,Action.ROLL,,0.0
"(1, 3, 5, 5, 6)",(),2,Action.SCORE,Category.TWOS,0
"(1, 3, 5, 5, 6)",(),2,Action.SCORE,Category.CHANCE,95.32154082979883
"(1, 3, 5, 5, 6)",(),2,Action.HOLD,"(1, 3, 5, 5, 6)",38.6113
"(1, 1, 2, 3)","(6,)",0,Action.SCORE,Category.FOURS,0.0
"(1, 1, 2, 3)","(6,)",0,Action.ROLL,,0.0
"(3, 3)","(4, 5, 5)",1,Action.SCORE,Category.TWOS,0.0
"(3, 3)","(4, 5, 5)",1,Action.ROLL,,4.900995010000001
"(3, 3)","(4, 5, 5)",1,Action.SCORE,Category.CHANCE,15.451061114415982
"(3, 3)","(1, 4, 6)",0,Action.SCORE,Category.SIXES,53.3907918350701
"(3, 3)","(1, 4, 6)",0,Action.ROLL,,0.0
(),"(2, 2, 3, 4, 6)",2,Action.ROLL,,-99.95599878735607
(),"(2, 2, 3, 4, 6)",2,Action.HOLD,"(3, 4)",0
(),"(2, 2, 3, 4, 6)",2,Action.SCORE,Category.CHANCE,68.97597249849645
(),"(2, 2, 3, 4, 6)",2,Action.RELEASE,,13.377693547215506
"(3, 4)","(2, 2, 6)",2,Action.ROLL,,0
"(3, 4)","(2, 2, 6)",2,Action.HOLD,"(6,)",0
"(3, 4)","(2, 2, 6)",2,Action.SCORE,Category.THREE_OF_A_KIND,0
"(3, 4)","(2, 2, 6)",2,Action.RELEASE,"(3,)",0
"(3, 4)","(2, 2, 6)",2,Action.HOLD,"(3, 4)",232.74730844897013
"(3, 4)","(2, 2, 6)",2,Action.SCORE,Category.CHANCE,-6.387864297640916
"(3, 4)","(2, 2, 6)",2,Action.RELEASE,"(3, 4)",-63.2673190168112
"(2, 3, 4)","(2, 6)",2,Action.HOLD,"(2,)",77.79208389345084
"(2, 3, 4)","(2, 6)",2,Action.RELEASE,"(3,)",0
"(2, 3, 4)","(2, 6)",2,Action.ROLL,,0
"(2, 3, 4)","(2, 6)",2,Action.SCORE,Category.THREE_OF_A_KIND,0
"(2, 3, 4)","(2, 6)",2,Action.SCORE,Category.CHANCE,-2.2969134343198285
"(2, 3, 4)","(3, 6)",1,Action.SCORE,Category.FIVES,0.0
"(2, 3, 4)","(3, 6)",1,Action.ROLL,,2.9701000000000004
"(2, 3, 4)","(1, 4)",0,Action.SCORE,Category.CHANCE,41.004554258290405
"(2, 3, 4)","(1, 4)",0,Action.ROLL,,0.0
(),"(2, 3, 3, 4, 5)",0,Action.SCORE,Category.FULL_HOUSE,0.0
(),"(2, 3, 3, 4, 5)",0,Action.ROLL,,0.0
(),"(2, 3, 3, 3, 5)",2,Action.SCORE,Category.LARGE_STRAIGHT,-1.0
(),"(2, 3, 3, 3, 5)",2,Action.ROLL,,-91.97520689994407
(),"(2, 3, 3, 3, 5)",2,Action.HOLD,"(2, 3, 3)",0
(),"(2, 3, 3, 3, 5)",2,Action.SCORE,Category.THREE_OF_A_KIND,51.83141446119
(),"(2, 3, 3, 3, 5)",2,Action.RELEASE,,1.5714356430428027
"(2, 3, 3, 3)","(5,)",2,Action.RELEASE,"(2, 3, 3)",0
"(2, 3, 3, 3)","(5,)",2,Action.ROLL,,0
"(2, 3, 3, 3)","(5,)",2,Action.HOLD,"(5,)",0
"(2, 3, 3, 3)","(5,)",2,Action.SCORE,Category.ONES,0
"(2, 3, 3, 3)","(5,)",2,Action.HOLD,"(2, 3, 3, 3)",592.2126567339628
"(2, 3, 3, 3)","(5,)",2,Action.SCORE,Category.THREE_OF_A_KIND,-6.972919179624963
"(2, 3, 3, 3, 5)",(),2,Action.SCORE,Category.CHANCE,54.98909169724418
"(2, 3, 3, 3, 5)",(),2,Action.SCORE,Category.THREE_OF_A_KIND,3.951469442773527
"(2, 3, 3, 3, 5)",(),2,Action.HOLD,"(5,)",5.2
(),"(3, 3, 3, 4, 5)",1,Action.SCORE,Category.FOUR_OF_A_KIND,0.0
(),"(3, 3, 3, 4, 5)",1,Action.ROLL,,2.7919285081160905
(),"(3, 3, 3, 4, 5)",1,Action.SCORE,Category.THREE_OF_A_KIND,154.89439762045956
(),"(1, 1, 1, 6, 6)",2,Action.SCORE,Category.FOUR_OF_A_KIND,-1.0
(),"(1, 1, 1, 6, 6)",2,Action.HOLD,"(1, 6, 6)",0
(),"(1, 1, 1, 6, 6)",2,Action.ROLL,,-74.76393369106538
(),"(1, 1, 1, 6, 6)",2,Action.SCORE,Category.FULL_HOUSE,109.38686107320088
"(6, 6)","(1, 3, 3)",1,Action.SCORE,Category.SMALL_STRAIGHT,0
"(6, 6)","(1, 3, 3)",1,Action.ROLL,,4.900995010000001
"(6, 6)","(1, 3, 3)",1,Action.SCORE,Category.CHANCE,7.4867581
"(6, 6)","(3, 6, 6)",0,Action.SCORE,Category.THREES,15.22677065544944
"(6, 6)","(3, 6, 6)",0,Action.ROLL,,0.0
"(4,)","(2, 2, 3, 6)",1,Action.SCORE,Category.FULL_HOUSE,0
"(4,)","(2, 2, 3, 6)",1,Action.ROLL,,6.793465209301001
"(4,)","(2, 2, 3, 6)",1,Action.SCORE,Category.CHANCE,19.314571808258027
"(4,)","(2, 2, 3, 5)",0,Action.SCORE,Category.FIVES,41.07765845349887
"(4,)","(2, 2, 3, 5)",0,Action.ROLL,,0.0
"(2, 5, 6)","(1, 5)",1,Action.SCORE,Category.YAHTZEE,0.0
"(2, 5, 6)","(1, 5)",1,Action.ROLL,,8.64827525163591
"(2, 5, 6)","(1, 5)",1,Action.SCORE,Category.CHANCE,16.431722978108233
"(2, 5, 6)","(3, 6)",0,Action.SCORE,Category.THREE_OF_A_KIND,0.0
"(2, 5, 6)","(3, 6)",0,Action.ROLL,,0.0
(),"(1, 1, 1, 4, 5)",2,Action.SCORE,Category.FOUR_OF_A_KIND,-1.0
(),"(1, 1, 1, 4, 5)",2,Action.ROLL,,-93.09820965002913
(),"(1, 1, 1, 4, 5)",2,Action.HOLD,"(1, 1)",0
(),"(1, 1, 1, 4, 5)",2,Action.SCORE,Category.THREE_OF_A_KIND,13.63433508088378
(),"(1, 1, 1, 4, 5)",2,Action.RELEASE,,4.430043781637785
"(1, 1, 1)","(4, 5)",2,Action.SCORE,Category.LARGE_STRAIGHT,0
"(1, 1, 1)","(4, 5)",2,Action.RELEASE,"(1, 1)",0
"(1, 1, 1)","(4, 5)",2,Action.HOLD,"(4,)",0
"(1, 1, 1)","(4, 5)",2,Action.ROLL,,0
"(1, 1, 1)","(4, 5)",2,Action.HOLD,"(1, 1, 1)",617.2078550411918
"(1, 1, 1)","(4, 5)",2,Action.SCORE,Category.THREE_OF_A_KIND,-17.475264542031717
"(1, 1, 1, 5)","(4,)",2,Action.RELEASE,"(1,)",0
"(1, 1, 1, 5)","(4,)",2,Action.SCORE,Category.FIVES,5
"(1, 1, 1, 5)","(4,)",2,Action.ROLL,,0
"(1, 1, 1, 5)","(4,)",2,Action.HOLD,"(4,)",0
"(1, 1, 1, 5)","(4,)",2,Action.HOLD,"(5,)",102.87933244179082
"(1, 1, 1, 5)","(4,)",2,Action.SCORE,Category.THREE_OF_A_KIND,-4.805109155466721
"(5,)","(1, 1, 1, 4)",2,Action.SCORE,Category.TWOS,-2.0
"(5,)","(1, 1, 1, 4)",2,Action.ROLL,,0
"(5,)","(1, 1, 1, 4)",2,Action.RELEASE,"(5,)",-20.66969807918978
"(5,)","(1, 1, 1, 4)",2,Action.HOLD,"(1, 4)",0
"(5,)","(1, 1, 1, 4)",2,Action.SCORE,Category.THREE_OF_A_KIND,-1.3860800000000002
"(1, 1, 1, 4, 5)",(),2,Action.SCORE,Category.FOURS,4
"(1, 1, 1, 4, 5)",(),2,Action.SCORE,Category.THREE_OF_A_KIND,14.789442679160107
"(1, 1, 1, 4, 5)",(),2,Action.HOLD,"(1, 1, 1, 4)",6.7
"(1, 1, 1, 4, 5)",(),2,Action.HOLD,"(5,)",7.756
"(1, 1, 4, 5, 6)",(),2,Action.SCORE,Category.LARGE_STRAIGHT,0
"(1, 1, 4, 5, 6)",(),2,Action.SCORE,Category.CHANCE,65.70436484792899
"(1, 1, 4, 5, 6)",(),2,Action.HOLD,"(1, 1, 4, 5, 6)",44.132468800000005
(),"(2, 2, 2, 6, 6)",2,Action.ROLL,,-75.75833539554198
(),"(2, 2, 2, 6, 6)",2,Action.SCORE,Category.SMALL_STRAIGHT,-1.0
(),"(2, 2, 2, 6, 6)",2,Action.HOLD,"(2, 6)",0
(),"(2, 2, 2, 6, 6)",2,Action.SCORE,Category.FULL_HOUSE,107.72089566893045
"(2, 2, 2, 6, 6)",(),2,Action.SCORE,Category.SIXES,11.08
"(2, 2, 2, 6, 6)",(),2,Action.SCORE,Category.FULL_HOUSE,145.65200690250623
"(2, 2, 2, 6, 6)",(),2,Action.HOLD,"(2, 2, 2, 6, 6)",35.047180000000004
(),"(1, 1, 4, 4, 4)",2,Action.ROLL,,-72.0957911414941
(),"(1, 1, 4, 4, 4)",2,Action.HOLD,"(1, 4)",0
(),"(1, 1, 4, 4, 4)",2,Action.SCORE,Category.LARGE_STRAIGHT,0
(),"(1, 1, 4, 4, 4)",2,Action.SCORE,Category.FULL_HOUSE,102.77862402285717
"(1, 1, 4, 4, 4)",(),2,Action.SCORE,Category.FOUR_OF_A_KIND,0
"(1, 1, 4, 4, 4)",(),2,Action.SCORE,Category.FULL_HOUSE,145.62780271378875
"(1, 1, 4, 4, 4)",(),2,Action.HOLD,"(1, 1, 4, 4, 4)",123.37893599716038
(),"(2, 3, 3, 5, 5)",0,Action.SCORE,Category.FOUR_OF_A_KIND,0.0
(),"(2, 3, 3, 5, 5)",0,Action.ROLL,,0.0
"(1, 3, 4, 6)","(3,)",1,Action.SCORE,Category.THREES,15.833025369749533
"(1, 3, 4, 6)","(3,)",1,Action.ROLL,,8.64827525163591
"(1, 3, 4, 6)","(5,)",0,Action.SCORE,Category.SMALL_STRAIGHT,171.65818865845895
"(1, 3, 4, 6)","(5,)",0,Action.ROLL,,0.0
(),"(1, 3, 3, 3, 5)",2,Action.HOLD,"(3, 3)",0
(),"(1, 3, 3, 3, 5)",2,Action.SCORE,Category.FULL_HOUSE,0
(),"(1, 3, 3, 3, 5)",2,Action.ROLL,,-92.36850160934064
(),"(1, 3, 3, 3, 5)",2,Action.SCORE,Category.THREE_OF_A_KIND,42.15790296410414
(),"(1, 3, 3, 3, 5)",2,Action.RELEASE,,3.548082583177551
(),"(1, 1, 3, 3, 4)",1,Action.SCORE,Category.FOUR_OF_A_KIND,0.0
(),"(1, 1, 3, 3, 4)",1,Action.ROLL,,4.76647491887632
(),"(1, 1, 3, 3, 4)",1,Action.SCORE,Category.CHANCE,110.37024827993284
(),"(1, 1, 1, 6, 6)",0,Action.SCORE,Category.LARGE_STRAIGHT,0.0
(),"(1, 1, 1, 6, 6)",0,Action.ROLL,,0.0
"(6,)","(1, 3, 4, 4)",2,Action.RELEASE,"(6,)",-152.09546099497234
"(6,)","(1, 3, 4, 4)",2,Action.SCORE,Category.TWOS,-2.0
"(6,)","(1, 3, 4, 4)",2,Action.ROLL,,0
"(6,)","(1, 3, 4, 4)",2,Action.HOLD,"(3, 4)",0
"(6,)","(1, 3, 4, 4)",2,Action.SCORE,Category.CHANCE,7.018623426446266
(),"(2, 2, 4, 4, 4)",1,Action.SCORE,Category.SIXES,0
(),"(2, 2, 4, 4, 4)",1,Action.ROLL,,3.636896437458084
(),"(2, 2, 4, 4, 4)",1,Action.SCORE,Category.FULL_HOUSE,141.4421683020471
"(2,)","(1, 2, 2, 5)",1,Action.ROLL,,2.950399
"(2,)","(1, 2, 2, 5)",1,Action.SCORE,Category.SIXES,0
"(2,)","(1, 2, 2, 5)",1,Action.SCORE,Category.THREE_OF_A_KIND,7.022382071880001
"(2,)","(1, 4, 5, 6)",0,Action.SCORE,Category.THREES,0.0
"(2,)","(1, 4, 5, 6)",0,Action.ROLL,,0.0
"(2, 4, 5)","(2, 6)",1,Action.ROLL,,4.8818791494010005
"(2, 4, 5)","(2, 6)",1,Action.SCORE,Category.FIVES,8.476488750743597
"(2, 4, 5)","(4, 6)",0,Action.SCORE,Category.ONES,0.0
"(2, 4, 5)","(4, 6)",0,Action.ROLL,,0.0
"(4, 6, 6)","(2, 3)",2,Action.HOLD,"(3,)",0
"(4, 6, 6)","(2, 3)",2,Action.ROLL,,0
"(4, 6, 6)","(2, 3)",2,Action.RELEASE,"(6,)",0
"(4, 6, 6)","(2, 3)",2,Action.SCORE,Category.TWOS,2
"(4, 6, 6)","(2, 3)",2,Action.HOLD,"(4, 6, 6)",1039.9018526813022
"(4, 6, 6)","(2, 3)",2,Action.SCORE,Category.CHANCE,20.008380260341173
"(4, 6, 6)","(2, 3)",2,Action.HOLD,"(6, 6)",257.9533150555624
"(3, 4, 6, 6)","(2,)",2,Action.RELEASE,"(6,)",0
"(3, 4, 6, 6)","(2,)",2,Action.SCORE,Category.FULL_HOUSE,0
"(3, 4, 6, 6)","(2,)",2,Action.HOLD,"(2,)",0
"(3, 4, 6, 6)","(2,)",2,Action.ROLL,,0
"(3, 4, 6, 6)","(2,)",2,Action.HOLD,"(3,)",84.77322129663804
"(3, 4, 6, 6)","(2,)",2,Action.SCORE,Category.CHANCE,6.464975797124133
"(3, 4, 6, 6)","(2,)",2,Action.HOLD,"(6,)",4.0
"(3, 4, 6, 6)","(5,)",1,Action.ROLL,,2.92089501
"(3, 4, 6, 6)","(5,)",1,Action.SCORE,Category.FIVES,7.2054477545
"(3, 4, 6, 6)","(3,)",0,Action.SCORE,Category.FOURS,19.902419012276898
"(3, 4, 6, 6)","(3,)",0,Action.ROLL,,0.0
"(5,)","(1, 2, 2, 5)",1,Action.ROLL,,4.83345439780699
"(5,)","(1, 2, 2, 5)",1,Action.SCORE,Category.THREES,0
"(5,)","(1, 2, 2, 5)",1,Action.SCORE,Category.CHANCE,19.688128084653254
"(5,)","(1, 3, 3, 3)",0,Action.SCORE,Category.FULL_HOUSE,0.0
"(5,)","(1, 3, 3, 3)",0,Action.ROLL,,0.0
(),"(2, 2, 2, 5, 5)",2,Action.ROLL,,-76.00075204158655
(),"(2, 2, 2, 5, 5)",2,Action.SCORE,Category.ONES,-1.0
(),"(2, 2, 2, 5, 5)",2,Action.HOLD,"(2, 2, 2, 5)",0
(),"(2, 2, 2, 5, 5)",2,Action.SCORE,Category.FULL_HOUSE,103.2508377826286
"(2, 2, 2, 5, 5)",(),2,Action.SCORE,Category.THREE_OF_A_KIND,56.092021722657755
"(2, 2, 2, 5, 5)",(),2,Action.SCORE,Category.FULL_HOUSE,145.73419805914696
"(2, 2, 2, 5, 5)",(),2,Action.HOLD,"(2, 2, 2, 5, 5)",101.35500049066725
(),"(2, 4, 4, 5, 5)",1,Action.ROLL,,1.3366358356550172
(),"(2, 4, 4, 5, 5)",1,Action.SCORE,Category.CHANCE,196.1668833500665
"(2, 2, 5, 5, 6)",(),2,Action.SCORE,Category.THREE_OF_A_KIND,0
"(2, 2, 5, 5, 6)",(),2,Action.SCORE,Category.CHANCE,95.69032737328695
"(2, 2, 5, 5, 6)",(),2,Action.HOLD,"(2, 2, 5, 5, 6)",76.0758057787
(),"(4, 4, 5, 5, 6)",0,Action.SCORE,Category.SMALL_STRAIGHT,0.0
(),"(4, 4, 5, 5, 6)",0,Action.ROLL,,0.0
(),"(1, 1, 2, 3, 6)",2,Action.HOLD,"(1, 1, 2, 3)",0
(),"(1, 1, 2, 3, 6)",2,Action.SCORE,Category.YAHTZEE,0
(),"(1, 1, 2, 3, 6)",2,Action.ROLL,,-99.95419384196283
(),"(1, 1, 2, 3, 6)",2,Action.SCORE,Category.CHANCE,25.64985022184433
(),"(1, 1, 2, 3, 6)",2,Action.RELEASE,,13.01226620919136
(),"(1, 2, 2, 5, 6)",1,Action.ROLL,,3.647832706931601
(),"(1, 2, 2, 5, 6)",1,Action.SCORE,Category.TWOS,39.968625709484826
(),"(1, 2, 4, 6, 6)",2,Action.ROLL,,-99.9555543306627
(),"(1, 2, 4, 6, 6)",2,Action.HOLD,"(2, 4)",0
(),"(1, 2, 4, 6, 6)",2,Action.SCORE,Category.ONES,-0.8109000000000001
(),"(1, 2, 4, 6, 6)",2,Action.SCORE,Category.CHANCE,87.2488056034893
(),"(1, 2, 4, 6, 6)",2,Action.RELEASE,,12.380409393175645
"(2, 4)","(1, 6, 6)",2,Action.SCORE,Category.FULL_HOUSE,0
"(2, 4)","(1, 6, 6)",2,Action.ROLL,,0
"(2, 4)","(1, 6, 6)",2,Action.HOLD,"(1, 6)",0
"(2, 4)","(1, 6, 6)",2,Action.RELEASE,"(2,)",0
"(2, 4)","(1, 6, 6)",2,Action.HOLD,"(2, 4)",214.42034259416926
"(2, 4)","(1, 6, 6)",2,Action.SCORE,Category.CHANCE,6.001179851291562
"(2, 4)","(1, 2, 3)",1,Action.ROLL,,1.9701000000000002
"(2, 4)","(1, 2, 3)",1,Action.SCORE,Category.YAHTZEE,0
"(2, 4)","(1, 2, 3)",1,Action.SCORE,Category.SMALL_STRAIGHT,14.702985030000002
"(2, 4)","(1, 1, 5)",0,Action.SCORE,Category.YAHTZEE,0.0
"(2, 4)","(1, 1, 5)",0,Action.ROLL,,0.0
(),"(1, 3, 3, 4, 6)",1,Action.SCORE,Category.SMALL_STRAIGHT,0.0
(),"(1, 3, 3, 4, 6)",1,Action.ROLL,,4.62542742099916
(),"(1, 3, 3, 4, 6)",1,Action.SCORE,Category.CHANCE,169.80369340708648
(),"(3, 3, 5, 6, 6)",2,Action.HOLD,"(3, 3, 6, 6)",0
(),"(3, 3, 5, 6, 6)",2,Action.SCORE,Category.CHANCE,127.02825536777397
(),"(3, 3, 5, 6, 6)",2,Action.ROLL,,-98.09336890571025
(),"(3, 3, 5, 6, 6)",2,Action.RELEASE,,7.054944513508617
"(3, 3, 6, 6)","(5,)",2,Action.ROLL,,0
"(3, 3, 6, 6)","(5,)",2,Action.HOLD,"(5,)",0
"(3, 3, 6, 6)","(5,)",2,Action.RELEASE,"(3, 6)",0
